Name,Age,BloodGroup,loc_ngo,loc_hosp,phnum,ID
Bernardo Bivins,65,B-,ngo0088,,(318)185-2064,rc1644
Deana Hicks,99,O-,,hosp0026,(757)129-7523,rc1645
Kerrie Dykes,75,O-,ngo0132,,(913)618-5299,rc1646
Magdalena Ruiz,70,O+,,hosp0079,(831)775-3971,rc1647
Elvis Cormier,36,O+,,hosp0033,(872)483-9580,rc1648
Darell Viera,9,AB-,ngo0124,,(716)310-3187,rc1649
Lucio Estrada,94,O-,,hosp0029,(870)492-4613,rc1650
Nolan Nickel,91,AB-,,hosp0171,(317)190-1206,rc1651
James Christiansen,79,O+,,hosp0066,(401)170-7820,rc1652
Pearl Monahan,63,A-,,hosp0201,(601)849-3359,rc1653
Hilton Garay,42,B-,,hosp0105,(475)360-7879,rc1654
Pablo Villareal,27,A-,ngo0060,,(574)489-4338,rc1655
Zelma Lyle,52,A+,,hosp0137,(971)909-4474,rc1656
Aron Newsome,78,A-,,hosp0199,(339)888-8055,rc1657
Joanne Hoppe,43,B+,ngo0052,,(712)242-4718,rc1658
Tabitha Cowart,76,A+,,hosp0050,(217)833-3707,rc1659
Bryant Moreau,50,A-,ngo0117,,(775)881-4397,rc1660
Bettye Boone,97,AB-,,hosp0094,(503)285-8779,rc1661
Antoine Wicker,49,B-,,hosp0174,(414)879-5007,rc1662
Tosha Seely,69,B+,,hosp0178,(208)493-8431,rc1663
Carol Milliken,52,B+,ngo0045,,(702)612-9063,rc1664
Alva Oh,35,B-,ngo0013,,(304)807-4283,rc1665
Carolyn Snowden,29,A+,ngo0076,,(848)818-4695,rc1666
Belle Priest,3,O-,ngo0010,,(205)386-2769,rc1667
Myron Beckett,74,B-,ngo0035,,(631)404-5868,rc1668
Kara Penrod,44,O+,,hosp0019,(270)566-7047,rc1669
Addie Duke,66,A+,ngo0130,,(808)558-6572,rc1670
Zack Drayton,51,A-,,hosp0086,(702)939-4488,rc1671
Marylou Conway,58,B-,,hosp0148,(718)772-6818,rc1672
Rae Seibert,86,B+,ngo0025,,(641)221-9328,rc1673
Burt Corbin,41,O-,,hosp0093,(563)466-5785,rc1674
Bonita Martinez,74,AB+,,hosp0044,(727)669-7666,rc1675
Kristine Mattox,5,AB-,ngo0031,,(218)162-2317,rc1676
Claude Mcinnis,40,A+,,hosp0041,(754)131-4777,rc1677
Darin Yoon,85,A-,,hosp0048,(865)589-4612,rc1678
Javier Manson,98,O-,,hosp0025,(205)525-8678,rc1679
Charla Carrico,54,A+,ngo0125,,(909)576-5712,rc1680
Carrie Birch,93,A-,ngo0067,,(732)425-7094,rc1681
Jung Leahy,84,A+,,hosp0148,(641)313-3757,rc1682
Catherine Wynn,38,A-,ngo0116,,(606)705-2579,rc1683
Stephen Zielinski,18,B-,ngo0131,,(224)436-1796,rc1684
Joesph Getz,90,O-,,hosp0029,(952)926-2902,rc1685
Hilton Parris,88,A+,ngo0068,,(714)321-8363,rc1686
Chang Queen,86,A-,ngo0098,,(959)859-5567,rc1687
Leonardo Wu,82,O+,,hosp0090,(907)252-8201,rc1688
Thad Olive,38,A-,ngo0041,,(812)662-9440,rc1689
Rosanna Durkin,81,AB-,ngo0052,,(909)959-7067,rc1690
Sang Holm,11,B-,,hosp0090,(409)748-7953,rc1691
Roxanne Randolph,56,A+,ngo0026,,(715)971-8251,rc1692
Herman Polk,28,AB-,ngo0061,,(626)918-4378,rc1693
Jerald Aguilar,38,A+,ngo0019,,(760)462-9307,rc1694
Penny Autry,96,O+,ngo0004,,(913)311-5870,rc1695
Theron Keeton,21,A-,,hosp0162,(206)172-5595,rc1696
Lavern Himes,83,O+,,hosp0156,(251)425-1752,rc1697
Martina Kozlowski,95,AB-,,hosp0088,(678)137-9781,rc1698
Agustin Weir,75,A+,,hosp0056,(304)850-8048,rc1699
Violet Alicea,33,A-,ngo0075,,(202)267-1474,rc1700
Samantha Mccallum,78,AB+,ngo0117,,(615)948-8925,rc1701
Wiley Marcus,93,O-,ngo0023,,(303)294-9740,rc1702
Noemi Mendenhall,56,B+,ngo0083,,(916)855-4941,rc1703
Vincent Beardsley,82,A+,,hosp0210,(518)797-7123,rc1704
Alisa Priest,27,B-,ngo0062,,(865)678-8188,rc1705
Gillian Khan,66,B-,,hosp0195,(843)948-9350,rc1706
Brittney Case,12,B+,ngo0119,,(479)200-6636,rc1707
Lowell Graham,7,B+,,hosp0039,(803)403-3227,rc1708
Ralph Langlois,73,O-,,hosp0126,(816)294-5762,rc1709
Colby Autry,42,O-,,hosp0114,(603)549-2060,rc1710
Mellisa Jessup,96,B+,,hosp0099,(216)509-5140,rc1711
Clarence Cavanaugh,90,A-,ngo0077,,(859)661-3671,rc1712
Hollie Holcomb,61,A-,,hosp0114,(312)478-1828,rc1713
Lino Dutton,58,AB+,,hosp0073,(607)151-9484,rc1714
Leonard Rosales,75,AB+,ngo0070,,(304)739-8743,rc1715
Bruce Treadway,16,A-,,hosp0136,(631)406-6354,rc1716
Houston Isom,66,A-,ngo0094,,(567)159-6588,rc1717
Byron Winters,39,O-,ngo0103,,(405)943-8436,rc1718
Elias Sides,20,O-,,hosp0026,(404)756-9069,rc1719
Joaquin Zarate,76,O-,,hosp0074,(207)583-3282,rc1720
Janell Meyers,66,A+,ngo0024,,(585)464-2828,rc1721
Faustino Jaynes,29,A-,ngo0061,,(667)473-8706,rc1722
Destiny Mcgregor,7,B-,ngo0119,,(706)551-5819,rc1723
Lyn Huddleston,61,AB-,,hosp0176,(207)131-3449,rc1724
Arlen Boston,21,A+,ngo0118,,(304)573-5568,rc1725
Alexa Oreilly,74,A+,,hosp0010,(937)704-4306,rc1726
Alene Drew,80,AB-,,hosp0113,(515)961-1428,rc1727
Corey Cazares,82,O-,ngo0132,,(269)138-1366,rc1728
Bryan Dudley,75,B-,ngo0056,,(207)259-1714,rc1729
Marlin Weber,75,O+,,hosp0020,(505)600-5687,rc1730
Dudley Mazza,33,AB-,ngo0102,,(234)129-9437,rc1731
Santa Burke,34,B-,,hosp0121,(202)479-9286,rc1732
Darrell Keene,26,B-,,hosp0018,(252)767-8515,rc1733
Jodi Samuel,37,O-,,hosp0070,(803)121-7079,rc1734
Royce Lamontagne,47,B+,,hosp0107,(606)403-4168,rc1735
Deon Borden,36,B-,ngo0118,,(607)829-4257,rc1736
Ernest Benson,24,A+,,hosp0038,(719)414-4270,rc1737
Pattie Schaffer,38,AB-,,hosp0198,(646)424-3349,rc1738
Darrel Guest,69,O-,ngo0094,,(667)141-9286,rc1739
Lilly Belcher,4,A-,ngo0092,,(330)535-7086,rc1740
Viola Billingsley,63,O+,ngo0027,,(470)425-6961,rc1741
Dannie Shepherd,6,A-,ngo0082,,(703)794-9347,rc1742
Ike Barbosa,36,A+,,hosp0002,(940)114-8498,rc1743
Adelaide Sousa,7,AB-,,hosp0149,(330)436-7682,rc1744
Dante Bustamante,34,A+,,hosp0091,(414)895-6435,rc1745
Eloisa Redding,74,AB+,ngo0087,,(334)848-8208,rc1746
Clarissa Daigle,87,B+,ngo0044,,(229)563-4659,rc1747
Carmelo Haney,79,A-,ngo0031,,(339)349-5192,rc1748
Fay Burns,87,O-,ngo0042,,(603)299-7070,rc1749
Lissette Crook,71,A-,,hosp0205,(757)184-3704,rc1750
Giovanni Oden,57,A-,ngo0068,,(470)111-6374,rc1751
Shane Jacks,80,O+,,hosp0011,(706)992-6738,rc1752
Gerald Schreiner,32,AB-,ngo0055,,(405)903-5852,rc1753
Salvador Dabney,90,AB-,,hosp0080,(701)927-1899,rc1754
Amy Lear,6,AB+,,hosp0093,(251)244-5864,rc1755
Natalie Buckingham,73,B+,,hosp0017,(413)782-8504,rc1756
Anthony Snell,23,O+,ngo0021,,(617)373-8956,rc1757
Kristine Brady,51,B+,,hosp0153,(872)909-8326,rc1758
Chauncey Harkins,8,O+,ngo0104,,(337)426-9976,rc1759
Charline Vazquez,78,O-,,hosp0208,(479)336-2057,rc1760
Lindsey Carmack,94,O+,,hosp0196,(802)405-9483,rc1761
Tamera Hales,84,AB-,ngo0122,,(304)563-4849,rc1762
Margret Heim,96,B+,,hosp0001,(469)453-7205,rc1763
Herb Stclair,65,B-,ngo0101,,(208)602-1627,rc1764
Deann Grogan,42,AB+,ngo0059,,(334)314-1127,rc1765
Rey Hewitt,47,O+,,hosp0108,(817)788-6789,rc1766
Lionel Hudspeth,28,A+,ngo0033,,(505)652-7462,rc1767
Jake Marler,27,B+,,hosp0090,(835)213-9132,rc1768
Winifred Martinez,84,A-,,hosp0146,(231)730-8669,rc1769
Susan Lemaster,69,B-,ngo0034,,(952)774-9734,rc1770
Lucy Andrus,52,O-,,hosp0041,(408)263-4288,rc1771
Kelley Clough,31,B-,ngo0119,,(631)342-1343,rc1772
Juliana Whyte,90,O+,,hosp0033,(283)667-8706,rc1773
Elyse Boswell,47,AB+,,hosp0022,(504)519-5744,rc1774
Christian Nelson,9,O+,,hosp0060,(754)363-9770,rc1775
Tia Hudson,79,O+,ngo0064,,(612)937-9937,rc1776
Lelia Bond,23,O-,,hosp0120,(864)333-4422,rc1777
Helga Beaulieu,59,B-,,hosp0202,(212)542-1755,rc1778
Bert Whittington,0,A+,,hosp0081,(612)383-6612,rc1779
Winnie Mccrory,59,A+,,hosp0123,(616)895-1530,rc1780
Sang Bostick,27,AB+,,hosp0210,(267)214-8052,rc1781
Raymundo Mount,28,B+,,hosp0168,(563)176-4586,rc1782
Diane Chitwood,31,AB-,ngo0111,,(678)977-4890,rc1783
Tracy Barfield,39,O-,,hosp0168,(202)938-7255,rc1784
Harley Bennett,81,A-,,hosp0055,(971)511-3261,rc1785
Jarvis Fox,31,O-,,hosp0165,(724)368-3543,rc1786
Donnie Fournier,90,AB-,,hosp0012,(860)275-3738,rc1787
Victoria Ashton,75,O-,ngo0120,,(719)423-1421,rc1788
Vanessa Schneider,64,A+,,hosp0004,(478)941-1848,rc1789
Terrell Naquin,62,O-,ngo0107,,(928)274-7016,rc1790
Mandi Lytle,2,AB-,,hosp0145,(904)274-8962,rc1791
Andre Chastain,25,B+,,hosp0143,(616)291-8554,rc1792
Erick Hammond,36,B-,ngo0099,,(412)145-2004,rc1793
Herlinda Wentz,6,O-,,hosp0209,(434)977-9388,rc1794
Sunny Sage,50,A-,,hosp0144,(267)643-4062,rc1795
Dena Reardon,29,A-,ngo0066,,(717)465-6965,rc1796
Donny Nason,1,AB-,,hosp0120,(323)669-2045,rc1797
Chelsey Scarbrough,72,B+,,hosp0080,(907)486-8006,rc1798
Audrey Bosley,10,AB-,ngo0133,,(605)540-1309,rc1799
Dwayne Nickel,72,AB-,ngo0109,,(859)735-2779,rc1800
Mable Kurtz,0,B-,,hosp0103,(218)155-8195,rc1801
Jared Littleton,54,A-,ngo0030,,(878)453-3232,rc1802
Maxine Gary,18,A-,ngo0097,,(406)920-6045,rc1803
Myra Switzer,3,B-,ngo0085,,(330)469-9107,rc1804
Mai Mallard,33,AB+,,hosp0137,(559)169-5672,rc1805
Judith Mcdonald,8,A+,ngo0017,,(651)741-6887,rc1806
Elisa Brower,10,O-,ngo0108,,(817)193-6307,rc1807
Dudley Maxfield,28,B-,ngo0032,,(740)359-2215,rc1808
Corrie Grissom,96,B+,,hosp0177,(334)685-3341,rc1809
Sheree Dewitt,31,A+,ngo0132,,(504)955-3859,rc1810
Myrtle Cardona,53,O-,,hosp0130,(906)750-1252,rc1811
Marilynn Amato,98,A+,,hosp0039,(724)170-4321,rc1812
Rolando Magnuson,89,AB-,ngo0059,,(570)487-5421,rc1813
Cindi Oreilly,38,AB-,,hosp0168,(806)348-5007,rc1814
Latanya Fowler,51,B-,ngo0103,,(618)236-5106,rc1815
Agustin Andrews,52,A+,ngo0124,,(205)505-8228,rc1816
Guadalupe Galindo,61,O+,ngo0077,,(216)427-5878,rc1817
Raymon Horst,66,AB-,,hosp0032,(601)170-3068,rc1818
Damion Howerton,59,B+,,hosp0090,(323)867-8373,rc1819
Alecia Vogt,71,A+,ngo0068,,(208)801-8433,rc1820
Marybeth Swisher,95,B+,,hosp0032,(317)371-5318,rc1821
Rudy Baber,66,AB+,ngo0112,,(618)983-9536,rc1822
Deshawn Mitchel,50,O-,ngo0002,,(405)930-7048,rc1823
Alva Hannan,75,A+,,hosp0094,(641)828-5542,rc1824
Carmine Fincher,82,A-,ngo0027,,(316)743-9822,rc1825
Danial Villagomez,2,B+,ngo0002,,(563)699-6921,rc1826
Mauricio Espino,71,O-,ngo0109,,(407)526-6888,rc1827
Wesley Bethel,76,AB+,,hosp0095,(234)537-3371,rc1828
Derek Gant,46,A-,,hosp0051,(435)428-5981,rc1829
Lucia Fite,74,O-,,hosp0076,(918)921-5240,rc1830
Alva Hamrick,84,O-,ngo0120,,(949)740-4699,rc1831
Ruben Woodworth,66,AB+,ngo0134,,(818)277-9650,rc1832
Curt Ragsdale,37,A+,,hosp0204,(424)654-7776,rc1833
Rickey Mcmillan,25,AB-,ngo0062,,(715)534-2284,rc1834
Oma Spring,78,O+,,hosp0176,(551)730-8477,rc1835
Coy Talbot,17,AB+,,hosp0134,(832)833-7258,rc1836
Alec Montez,8,O+,,hosp0190,(219)630-9808,rc1837
Leola Garber,90,B+,ngo0109,,(617)117-3722,rc1838
Jamel Brunson,28,B-,ngo0086,,(641)973-6489,rc1839
Velda Pickett,26,A-,,hosp0201,(828)982-8871,rc1840
Sonny Zavala,99,A+,,hosp0021,(304)705-9046,rc1841
Bret Morales,58,B-,,hosp0055,(918)215-7630,rc1842
Mario Villalobos,80,O-,,hosp0110,(361)666-4897,rc1843
Foster Emmons,72,AB+,,hosp0149,(947)765-4867,rc1844
Darin Wright,44,O+,ngo0119,,(414)437-5918,rc1845
Roberta Lutz,18,AB+,ngo0024,,(570)510-6723,rc1846
Micheal Creed,77,AB+,,hosp0039,(408)503-6882,rc1847
Esther Mcinnis,27,A-,ngo0071,,(413)115-4892,rc1848
Earlene Jolly,8,O+,ngo0007,,(775)554-7298,rc1849
Don Chu,24,O+,ngo0032,,(208)463-1666,rc1850
Caleb Pierce,80,A+,ngo0057,,(434)947-7148,rc1851
Traci Singh,44,A+,,hosp0055,(505)207-9777,rc1852
German Creel,23,A+,,hosp0022,(208)643-9932,rc1853
Gabriel Adcock,16,O+,,hosp0077,(409)413-2311,rc1854
Gregory Maldonado,84,O-,,hosp0080,(419)584-3982,rc1855
Lester Ferrara,41,A-,ngo0119,,(845)602-8161,rc1856
Oscar Wheaton,99,B+,ngo0079,,(631)378-8886,rc1857
Lawerence Gregory,14,A-,,hosp0177,(817)312-9955,rc1858
Columbus Kohl,94,O+,ngo0120,,(256)232-3088,rc1859
Charity Hamblin,16,AB+,,hosp0065,(317)982-4791,rc1860
Warren Tafoya,23,A-,,hosp0202,(636)832-8146,rc1861
Lolita Ingram,91,AB+,ngo0127,,(445)684-7662,rc1862
Lakesha Adair,93,O+,ngo0047,,(975)233-9173,rc1863
Jasper Warden,73,B+,ngo0067,,(505)205-4274,rc1864
Bryon Heredia,50,A-,,hosp0193,(702)197-7709,rc1865
Lucinda Mccue,79,AB+,ngo0035,,(505)754-9156,rc1866
Troy Oates,64,AB+,ngo0067,,(557)767-3964,rc1867
Clint Frost,62,B-,,hosp0186,(251)574-3287,rc1868
Annmarie Pepper,6,A-,,hosp0184,(319)442-7870,rc1869
Rudolph Rau,65,O-,,hosp0116,(419)332-2441,rc1870
Deirdre Wilbanks,66,O+,ngo0058,,(215)821-3114,rc1871
Oma Samples,86,B+,,hosp0049,(507)848-9262,rc1872
Norma Moye,33,A+,ngo0008,,(319)941-6339,rc1873
Lynnette Ho,40,O-,,hosp0087,(260)970-2706,rc1874
Russ Goodin,47,A+,,hosp0166,(248)386-9308,rc1875
Selina Saxton,41,B+,,hosp0111,(470)507-1271,rc1876
Elise Mancuso,3,A+,ngo0099,,(712)945-9420,rc1877
Elvin Lutz,68,O-,,hosp0063,(971)173-8689,rc1878
Lynwood Wolford,52,AB+,ngo0008,,(801)910-6693,rc1879
Hollie Bolling,66,AB+,ngo0124,,(410)852-8665,rc1880
Taylor Mcqueen,21,AB+,ngo0091,,(502)737-5644,rc1881
Kyle Giles,40,O-,,hosp0102,(864)760-9179,rc1882
Carl Koch,67,O-,ngo0111,,(650)145-8972,rc1883
Germaine Bordelon,3,AB-,ngo0009,,(475)921-1760,rc1884
Claudine Beal,1,B+,ngo0001,,(217)317-2569,rc1885
Alden Willis,95,O-,,hosp0070,(602)923-8152,rc1886
Norbert Hawkins,29,O-,ngo0093,,(304)308-5138,rc1887
Scott Wallen,73,A+,,hosp0002,(727)955-4634,rc1888
Todd Rife,46,B+,ngo0107,,(737)471-8782,rc1889
Anna Kee,88,B-,ngo0106,,(202)300-5199,rc1890
Carissa Ramsey,72,A+,,hosp0029,(347)671-7404,rc1891
Precious Mcgregor,62,O+,ngo0061,,(641)804-2420,rc1892
Fanny Pennell,32,B-,ngo0009,,(972)886-6042,rc1893
Karin Christensen,32,B+,ngo0081,,(203)775-7619,rc1894
Bobby Kimball,63,O-,ngo0114,,(409)371-3081,rc1895
Burt Godwin,66,AB+,ngo0107,,(954)243-7995,rc1896
Caridad Weis,95,B+,,hosp0121,(956)350-8196,rc1897
Luann Aguilar,64,O-,,hosp0166,(361)444-6695,rc1898
Tim Morse,67,B-,,hosp0154,(507)382-6374,rc1899
Carly Carbone,67,A-,ngo0019,,(785)925-8904,rc1900
Brenda Squires,23,AB-,,hosp0092,(940)427-9381,rc1901
Ellis Hauser,62,AB-,,hosp0120,(979)183-6545,rc1902
Young Craddock,70,O+,ngo0109,,(781)744-4104,rc1903
Alvaro Pippin,72,B+,,hosp0131,(802)259-6537,rc1904
Joyce Mccurry,24,B-,,hosp0109,(601)181-6575,rc1905
Frankie Kraft,73,O-,ngo0001,,(601)345-1359,rc1906
Jasmin Layton,74,O-,ngo0073,,(714)419-8366,rc1907
Kasey Schindler,9,B-,,hosp0197,(984)582-1669,rc1908
Graciela Madrigal,4,B-,ngo0054,,(803)728-4841,rc1909
Elaine Gooding,60,B-,,hosp0099,(502)214-9519,rc1910
May Childress,27,A+,ngo0129,,(804)725-9092,rc1911
Lea Spurgeon,86,A+,,hosp0048,(971)830-3164,rc1912
Daron Milne,4,O+,ngo0022,,(276)220-1304,rc1913
Wyatt Duckworth,98,O+,,hosp0148,(959)160-4738,rc1914
Robbin Irving,29,A+,ngo0123,,(618)247-3974,rc1915
Valentine Newsom,37,B-,ngo0058,,(484)650-5680,rc1916
Verda Borders,73,B+,ngo0006,,(304)429-6712,rc1917
Augustine Barrientos,54,B-,ngo0092,,(283)693-7217,rc1918
Grace Dickey,10,AB-,,hosp0137,(714)713-8904,rc1919
Doreen Holliday,47,B-,,hosp0200,(510)813-8296,rc1920
Glenda Milburn,15,A+,,hosp0092,(614)416-7547,rc1921
Vernon Medeiros,13,O+,,hosp0102,(830)884-3947,rc1922
Nola Sena,27,O+,,hosp0186,(701)143-5333,rc1923
Katie Giles,19,A+,,hosp0189,(218)245-6268,rc1924
Rodolfo Wallin,22,A+,ngo0076,,(808)310-3823,rc1925
Roscoe Mccune,20,O+,,hosp0022,(314)239-6950,rc1926
Guadalupe Skipper,76,A+,,hosp0159,(707)464-2992,rc1927
Maximo Triplett,36,B-,ngo0077,,(509)388-9379,rc1928
Johnna Leblanc,92,AB-,ngo0100,,(269)713-8259,rc1929
Monika Ortiz,25,AB+,ngo0017,,(602)467-6631,rc1930
Carolyn Mason,3,AB-,,hosp0129,(464)702-4260,rc1931
Glenda Kearns,22,B-,,hosp0199,(773)951-6965,rc1932
Gail Frost,66,A+,ngo0001,,(405)161-6201,rc1933
Chrystal Pfeiffer,40,B+,ngo0047,,(802)761-4785,rc1934
Floyd Beavers,35,O-,ngo0031,,(469)959-4706,rc1935
Chelsea Orr,69,AB+,ngo0088,,(928)832-1847,rc1936
Hal Beckwith,19,B+,ngo0021,,(845)790-2878,rc1937
Charley Alford,80,O-,ngo0119,,(303)950-2778,rc1938
Lynne Velez,53,B-,,hosp0178,(717)329-9644,rc1939
Terrance Landers,52,A+,ngo0031,,(973)782-2605,rc1940
Elia Mcclinton,83,B-,ngo0052,,(330)411-4221,rc1941
Jami Kunkel,31,AB-,,hosp0138,(701)836-4779,rc1942
Willie Barela,6,AB+,,hosp0044,(228)680-8672,rc1943
Jamie Tremblay,7,B+,ngo0109,,(302)784-9734,rc1944
Shelia Wesley,78,AB+,ngo0074,,(772)318-7241,rc1945
Anna Beckett,7,A-,,hosp0175,(701)336-4606,rc1946
Janette Rojas,56,AB+,ngo0018,,(304)919-6792,rc1947
Danna Wagner,7,O+,ngo0112,,(208)541-1460,rc1948
Hai Rohr,2,O+,ngo0080,,(973)705-2082,rc1949
Dixie Pedigo,54,O+,,hosp0163,(475)748-2550,rc1950
Mitchel Worthington,39,B-,,hosp0172,(504)764-2919,rc1951
Clair Ingram,99,A+,ngo0089,,(212)522-3872,rc1952
Erma Urban,5,A-,,hosp0112,(606)632-3418,rc1953
Wallace Landry,95,B+,,hosp0087,(903)799-9231,rc1954
Seth Whipple,7,AB-,,hosp0131,(781)224-1427,rc1955
Hans Neal,70,AB+,,hosp0141,(508)178-7546,rc1956
Lesley Fair,16,AB-,ngo0108,,(619)676-4286,rc1957
Janette Hastings,97,A-,,hosp0093,(708)695-9436,rc1958
Tonja Tibbetts,74,O-,,hosp0107,(505)866-6161,rc1959
Renata Culp,56,B-,ngo0087,,(406)353-4730,rc1960
Debi Kahn,0,AB+,,hosp0123,(646)140-3569,rc1961
Lane Wilke,36,AB+,ngo0113,,(208)851-2376,rc1962
Emilio Choate,89,A+,ngo0055,,(386)269-9340,rc1963
Lucy Wenzel,27,O+,ngo0027,,(601)685-6822,rc1964
Dorian Fitzgerald,20,O-,ngo0094,,(979)152-4048,rc1965
Elbert Hennessey,54,A+,,hosp0132,(484)586-5221,rc1966
August Mccollum,2,O-,ngo0093,,(304)177-3988,rc1967
Chas Gilley,23,A-,ngo0105,,(480)433-1150,rc1968
Eugenio Sapp,18,A-,,hosp0064,(334)228-9827,rc1969
Mac Huffman,67,B-,ngo0010,,(508)140-6742,rc1970
Stewart Delgado,60,O-,ngo0121,,(828)438-7623,rc1971
Marcel Hoff,22,A-,ngo0041,,(860)928-6566,rc1972
Antony Hennessey,47,AB-,,hosp0084,(307)113-8389,rc1973
Dion Coppola,57,AB-,ngo0081,,(410)352-2221,rc1974
Elijah Friend,43,B-,,hosp0186,(224)833-4466,rc1975
Rosie Joyner,25,B-,,hosp0123,(317)915-9098,rc1976
Ila Wingate,76,A-,ngo0092,,(662)786-2891,rc1977
Nettie Villasenor,27,A-,,hosp0042,(763)117-7545,rc1978
Kathleen Herbert,43,B+,ngo0023,,(910)778-6541,rc1979
Louis Cosgrove,25,O-,ngo0050,,(352)252-1459,rc1980
Margot Mattson,10,B+,,hosp0156,(227)445-3495,rc1981
Seymour Woodall,41,A-,,hosp0006,(304)863-6743,rc1982
Elida Redden,77,B+,,hosp0110,(252)765-6273,rc1983
Barb Macmillan,75,B+,,hosp0154,(843)613-7765,rc1984
Liliana Flora,98,A+,ngo0004,,(567)746-7461,rc1985
Paige Orourke,65,AB+,ngo0042,,(806)569-6862,rc1986
Anibal Fort,98,O+,,hosp0108,(207)174-4250,rc1987
Matthew Emanuel,24,B+,ngo0010,,(315)728-9340,rc1988
Velda Nation,87,AB+,,hosp0109,(218)210-4405,rc1989
Dale Hinton,54,AB-,,hosp0201,(606)761-8315,rc1990
Chet Pickens,43,A+,,hosp0206,(409)566-6966,rc1991
Dionne Seale,42,AB-,ngo0055,,(563)344-9652,rc1992
Neville Schulte,65,A+,,hosp0176,(269)702-2973,rc1993
Marcos Tejada,13,A+,,hosp0041,(802)930-9818,rc1994
Elvin Grimes,19,AB+,,hosp0091,(517)718-4303,rc1995
Shelia Freitas,81,A+,ngo0111,,(952)945-1746,rc1996
Randell Bosley,7,AB+,,hosp0091,(601)970-8119,rc1997
Vicky Totten,61,O-,ngo0084,,(862)922-1923,rc1998
Berta Unger,97,O+,ngo0056,,(763)712-3158,rc1999
Jasmin Milner,94,AB+,,hosp0007,(336)397-8996,rc2000
Theresa Stillwell,59,A-,ngo0068,,(209)207-5894,rc2001
Becky Pilcher,79,O-,ngo0014,,(464)770-8832,rc2002
Amie Corbin,76,B+,ngo0134,,(475)439-6502,rc2003
Jules Tilton,56,B-,ngo0066,,(724)272-9544,rc2004
Rafaela Heffner,5,O-,,hosp0082,(718)480-3754,rc2005
Andrea Ireland,38,O+,,hosp0098,(573)933-9972,rc2006
Sonya Switzer,54,B+,ngo0023,,(347)289-4295,rc2007
Marissa Lockhart,33,AB+,ngo0118,,(304)528-4616,rc2008
Richelle Fennell,94,O-,ngo0060,,(307)424-8388,rc2009
Leonard Carr,52,O-,,hosp0157,(205)513-6708,rc2010
Mathew Bellamy,3,O+,,hosp0090,(541)897-7967,rc2011
Son Cutler,43,A+,,hosp0038,(713)526-4173,rc2012
Malissa Fulcher,47,A-,,hosp0103,(903)349-3878,rc2013
Tori Shannon,31,B+,ngo0021,,(620)116-3263,rc2014
Clemente Silvia,11,B-,ngo0074,,(270)313-8328,rc2015
Jacque Iverson,84,A-,ngo0047,,(303)150-3299,rc2016
Floy Mcclelland,84,B+,ngo0052,,(518)939-5792,rc2017
John Huang,91,B+,ngo0129,,(920)911-1163,rc2018
Mellissa Kern,71,O-,ngo0078,,(470)488-7841,rc2019
Loraine Olivas,20,AB-,ngo0076,,(574)667-3736,rc2020
Mariam Moore,44,A-,,hosp0002,(765)621-7206,rc2021
Maxwell Simone,63,A-,,hosp0141,(816)376-8253,rc2022
Charline Woodley,24,B-,,hosp0169,(501)594-4452,rc2023
Francis Rubio,46,AB+,,hosp0123,(360)939-8988,rc2024
Cedric Cuellar,60,A+,ngo0094,,(910)303-9437,rc2025
Melva Schuler,41,A-,,hosp0003,(701)220-5091,rc2026
Elba Belton,91,B+,,hosp0037,(310)868-9463,rc2027
Cruz Bertrand,23,AB-,,hosp0069,(564)675-4921,rc2028
Kirk Sager,17,B+,,hosp0072,(607)407-5431,rc2029
Miles Dawkins,19,AB+,,hosp0057,(808)932-2827,rc2030
Doug Mcguire,27,O-,,hosp0161,(650)268-1123,rc2031
Edward Fernandez,54,A+,ngo0064,,(414)584-6331,rc2032
Tamela Cerda,24,B+,,hosp0052,(323)911-5051,rc2033
Emilio Miller,69,O+,ngo0111,,(857)745-8058,rc2034
Gerry Sweet,39,B-,,hosp0100,(802)655-4829,rc2035
Maryellen Flagg,13,O+,ngo0084,,(570)654-3566,rc2036
Leonel Pickens,67,A+,ngo0061,,(210)967-7203,rc2037
Jarred Winkler,41,A+,,hosp0045,(605)672-8591,rc2038
Noel Curran,12,O+,ngo0110,,(309)946-6998,rc2039
Gabriel Ellington,12,O+,ngo0053,,(952)132-9343,rc2040
Carolina Vanover,42,AB-,,hosp0090,(339)415-8348,rc2041
Rory Baumann,44,B+,,hosp0040,(505)837-6484,rc2042
Kieth Raines,43,B-,,hosp0042,(603)483-9617,rc2043
Jame Coffman,63,A-,,hosp0091,(336)267-8170,rc2044
Hillary Bloom,95,A+,,hosp0022,(201)593-6540,rc2045
Manuel Milburn,75,B-,,hosp0056,(612)545-1222,rc2046
Melvin Lombardo,79,O+,ngo0082,,(225)937-2972,rc2047
Kathleen Lebron,63,AB+,ngo0106,,(501)149-7185,rc2048
Clair Binder,92,AB+,ngo0120,,(936)920-9392,rc2049
Jarred Fellows,9,AB-,,hosp0124,(918)730-4509,rc2050
Son Badger,74,B+,ngo0003,,(518)525-2352,rc2051
Ruthie Ellsworth,11,AB-,,hosp0142,(717)547-4734,rc2052
Randell Xiong,73,O+,,hosp0070,(859)200-3116,rc2053
Alice Barringer,77,B-,,hosp0131,(484)581-9705,rc2054
Lily Ferrer,74,AB+,,hosp0002,(317)778-2591,rc2055
